Protein,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
Q96EH5,1,5.49E-05,0,0.228410954,0.000244098
Q6DKI1,2,0.000109733,8.96E-06,0.228737978,0.000244393
P05388,2,0.000109733,3.69E-06,0.234980262,0.000261726
P55042,1,5.49E-05,0,0.228410954,0.000244098
O95926,3,0.0001646,4.12E-06,0.244997823,0.000734862
Q15170,1,5.49E-05,0,0.228410954,0.000244098
D3DUQ6,13,0.000713267,1.38E-05,0.276133099,0.006775244
P0C1Z6,32,0.001755734,0.000238973,0.288206026,0.006781677
Q9P2Z0,10,0.000548667,2.69E-05,0.274083171,0.004941248
Q8TAI1,7,0.000384067,6.44E-06,0.265311053,0.004902888
P52737,8,0.000438933,4.44E-05,0.270730652,0.004071364
Q14929,5,0.000274333,3.35E-06,0.261969155,0.002329791
Q9UK11,6,0.0003292,3.42E-06,0.262422931,0.002942341
Q9HCZ1,1,5.49E-05,0,0.228410954,0.000244098
Q53GI3,5,0.000274333,6.48E-06,0.243852179,0.000598375
Q8WV37,1,5.49E-05,0,0.228410954,0.000244098
Q8NEP9,3,0.0001646,1.24E-06,0.25960468,0.001987199
Q7L945,2,0.000109733,4.82E-07,0.244238525,0.000946562
Q8N508,8,0.000438933,4.89E-06,0.272502191,0.006506331
Q96C28,8,0.000438933,2.68E-05,0.271089806,0.003477945
B0FTY2,2,0.000109733,4.48E-07,0.251264459,0.001284331
B2R4U6,1,5.49E-05,0,0.228410954,0.000244098
F4ZW62,2,0.000109733,1.86E-06,0.230209183,0.000254159
Q5XG85,6,0.0003292,3.00E-06,0.264214133,0.005418278
Q8N9J2,5,0.000274333,3.51E-06,0.267666913,0.003773039
Q96BA2,2,0.000109733,1.99E-06,0.229215323,0.000247316
Q60867,1,5.49E-05,0,0.228410954,0.000244098
O95278,5,0.000274333,0.000219169,0.246247409,0.000438049
Q6VVB1,2,0.000109733,0.000107752,0.196882612,5.56E-06
Q9UQK1,7,0.000384067,3.24E-05,0.25869136,0.000744953
Q9Y2E5,9,0.0004938,3.61E-05,0.252451968,0.000727533
Q8N2U9,24,0.0013168,5.65E-05,0.256340546,0.000841086
Q96HP8,13,0.000713267,0.000128581,0.255457436,0.000512133
Q9BXW6,5,0.000274333,5.60E-05,0.262262365,0.001024251
Q9H1P3,5,0.000274333,1.93E-05,0.242115297,0.000121666
Q8N6L7,4,0.000219467,3.47E-06,0.239368259,0.000195194
Q5VTQ0,2,0.000109733,1.82E-06,0.245782479,0.000496885
Q03137,1,5.49E-05,0,0.22313846,4.15E-05
PRO_0000278740 [Q03463],5,0.000274333,0.000220805,0.235137463,8.57E-05
PRO_0000045600 [Q99IB8],2,0.000109733,0,0.228150008,5.94E-05
PRO_0000278741 [Q03463],2,0.000109733,0,0.228150008,5.94E-05
Q8IV53,1,5.49E-05,0,0.223388062,0.000114205
Q8IYW4,1,5.49E-05,0,0.223388062,0.000114205
Q5JTB6,4,0.000219467,3.12E-07,0.239596701,0.000380218
Q15849-1,1,5.49E-05,0,0.223388062,0.000114205
P11277,4,0.000219467,0.000126146,0.264480546,0.000510513
Q62668-1,1,5.49E-05,0,0.223388062,0.000114205
O95297,3,0.0001646,3.09E-06,0.234769943,0.000102758
Q06124,33,0.0018106,0.000904887,0.28094478,0.001355386
O95342,1,5.49E-05,0,0.244486566,0.000367847
O95343,1,5.49E-05,0,0.221217225,0.000247877
O95347,3,0.0001646,1.54E-05,0.213237139,2.58E-05
Q6IBW4,21,0.0011522,0.000481824,0.270885055,0.001997874
Q9NTJ3,3,0.0001646,1.54E-05,0.213237139,2.58E-05
P29692,27,0.0014814,0.000372859,0.28858464,0.002472258
P14316,5,0.000274333,0.000132163,0.244262288,0.000366219
Q9UIY3,5,0.000274333,3.05E-06,0.249219168,0.000516724
O95361,4,0.000219467,2.09E-05,0.247415723,0.000339227
Q309B1,2,0.000109733,2.29E-06,0.226124435,3.43E-05
Q96IF1,14,0.000768133,3.41E-05,0.275306871,0.004016738
Q4G0S7,4,0.000219467,1.09E-06,0.267691376,0.001990844
Q9BQC3,9,0.0004938,4.81E-05,0.25470584,0.001646619
Q14353,4,0.000219467,8.21E-05,0.243483919,0.000522133
A8MV81,12,0.0006584,5.47E-05,0.276389325,0.002252167
Q9NR34,2,0.000109733,1.02E-07,0.243244641,0.000473051
O95365,8,0.000438933,1.09E-05,0.247356522,0.000386044
O95372,1,5.49E-05,0,0.247858889,0.00072911
O95373,3,0.0001646,0.000108733,0.219580913,6.24E-05
P31260,3,0.0001646,1.01E-05,0.228666547,0.000158656
Q9BSK1,1,5.49E-05,0,0.179454088,7.91E-07
Q7L2R6,16,0.000877867,0.000266767,0.281543397,0.004764655
Q56P03,3,0.0001646,0.000108025,0.246099129,0.000685718
Q96S99,7,0.000384067,1.32E-05,0.251268052,0.000827541
O95382,3,0.0001646,0,0.251303983,0.000386661
O95388,3,0.0001646,8.77E-07,0.259172057,0.002322507
O95390,1,5.49E-05,0,0.148477445,1.69E-09
Q9BZ95,16,0.000877867,0.000147765,0.279683915,0.002877002
Q9H2H8,3,0.0001646,1.87E-06,0.227182621,0.00011577
Q6NSX1,13,0.000713267,0.000325758,0.278205114,0.002731313
O95424,12,0.0006584,0.000114492,0.279133068,0.002484537
Q96PJ5,8,0.000438933,5.18E-05,0.26089964,0.000822372
P43629,6,0.0003292,0.000213613,0.227883747,9.56E-05
P02730,9,0.0004938,0.00022363,0.236912587,0.000129962
P57738,4,0.000219467,1.12E-07,0.221100332,8.73E-05
P32971,2,0.000109733,7.88E-08,0.215763521,4.00E-05
O95396,3,0.0001646,4.11E-05,0.260443393,0.000973289
Q9BTM9,4,0.000219467,0.000108433,0.230378182,9.26E-05
O95398,1,5.49E-05,0,0.208815813,1.52E-05
Q709F0,1,5.49E-05,0,0.208600174,1.86E-05
Q7Z591,2,0.000109733,7.45E-07,0.242238777,0.00047494
P06729,3,0.0001646,6.95E-07,0.233708426,0.00015412
P14678,67,0.003676067,0.000669874,0.311633338,0.022086738
P63162,2,0.000109733,3.40E-06,0.234081981,7.43E-05
Q9UHR6,4,0.000219467,2.15E-06,0.248359791,0.000548822
Q8C1S0,1,5.49E-05,0,0.18945396,4.00E-06
O95405,7,0.000384067,6.98E-05,0.252844239,0.000269351
Q9Y561,3,0.0001646,0.000108478,0.224575598,4.72E-05
P08100,2,0.000109733,1.39E-06,0.230281581,7.72E-05
P28335,9,0.0004938,0.000125239,0.229021161,0.000102122
Q96AG4,19,0.001042467,2.09E-05,0.262673963,0.001257655
Q9Y225-2,15,0.000823,7.97E-05,0.241300821,0.00027881
O95150-1,1,5.49E-05,0,0.198132301,1.24E-05
O95409,1,5.49E-05,0,5.49E-05,3.26E-31
Q9BUP0,1,5.49E-05,0,5.49E-05,3.26E-31
O95415,5,0.000274333,0.000170212,0.224684704,6.06E-05
Q8WY22,3,0.0001646,0.000107849,0.19355624,2.70E-06
P26572,1,5.49E-05,0,0.182848539,7.76E-07
P04150,14,0.000768133,0.00029713,0.269220994,0.00071098
O95425,1,5.49E-05,0,0.183185895,4.62E-07
O00154-4,15,0.000823,7.01E-05,0.281737481,0.003399068
Q5JPI3-2,1,5.49E-05,0,0.23332367,0.000287361
Q8IZD4,7,0.000384067,0.000137548,0.238397369,0.000342705
Q99615,4,0.000219467,4.73E-06,0.251534184,0.000653721
Q96A10,2,0.000109733,1.56E-06,0.260922881,0.001282773
P02794,9,0.0004938,6.62E-05,0.270755678,0.001204994
P53990-3,6,0.0003292,3.59E-05,0.273124749,0.001563187
Q6DHY5,8,0.000438933,2.36E-05,0.275436318,0.003187741
Q9UPT9-2,4,0.000219467,5.28E-05,0.251797272,0.001387509
Q96K62,1,5.49E-05,0,0.23332367,0.000287361
Q53FC7,4,0.000219467,5.90E-06,0.254385079,0.000466449
PRO_0000449622 [P0DTD1],2,0.000109733,7.01E-07,0.239560774,0.000313758
O95433,3,0.0001646,2.58E-06,0.241822119,0.000146569
O95436,18,0.0009876,4.81E-06,0.25628821,0.000630115
Q8NCU1,20,0.001097333,1.96E-05,0.284607418,0.007450265
O95453,3,0.0001646,1.42E-06,0.236237432,0.00029236
O95456,2,0.000109733,2.99E-07,0.235635602,0.000271879
Q969U7,4,0.000219467,1.34E-05,0.2612487,0.002587399
O95460,6,0.0003292,6.27E-06,0.276628608,0.002984016
Q4G176,7,0.000384067,1.51E-05,0.259294423,0.002659777
O95461,1,5.49E-05,0,9.88E-05,7.04E-29
D0ZIB5,1,5.49E-05,0,0.192838366,3.00E-06
Q8N128-2,10,0.000548667,0.000100475,0.263619627,0.000930919
Q8IY49-2,7,0.000384067,4.65E-07,0.245100331,0.000390788
Q9NXK6,8,0.000438933,0.00012303,0.238445888,0.000224883
Q8TAC9,23,0.001261934,0.000263189,0.266854027,0.000887977
O43736,9,0.0004938,0.000118695,0.27340519,0.000944975
Q2T9K0-2,3,0.0001646,3.21E-08,0.223794858,7.42E-05
O95476,3,0.0001646,0.000131756,0.243676356,0.000268878
Q8N9A8,1,5.49E-05,0,0.195231279,3.41E-06
Q9WH76,3,0.0001646,4.78E-05,0.223209313,4.78E-05
O95477,7,0.000384067,0.00019782,0.235525073,6.29E-05
Q86UK0,1,5.49E-05,0,0.189963884,8.00E-07
P02647,12,0.0006584,0.000332178,0.280116338,0.001388173
Q13424,4,0.000219467,0.000121112,0.214887614,2.81E-05
Q13884,3,0.0001646,3.92E-06,0.214866595,2.83E-05
O95484,21,0.0011522,1.42E-05,0.250244761,0.000473585
Q92935,6,0.0003292,6.75E-07,0.241264382,0.000277975
O95486,5,0.000274333,1.79E-07,0.256314375,0.001215262
O95487,1,5.49E-05,0,0.219795123,2.32E-05
O95498,7,0.000384067,5.06E-07,0.263825419,0.002020317
O95500,3,0.0001646,3.74E-07,0.230085609,0.000143974
Q9NS66,1,5.49E-05,0,0.201019615,7.15E-06
Q9BSM1,9,0.0004938,0.000138597,0.249201498,0.000754322
P35227,15,0.000823,8.41E-05,0.273260648,0.001993355
Q3KNV8,9,0.0004938,8.94E-06,0.251390259,0.000819912
Q06587,28,0.001536267,0.000300751,0.286323093,0.004146867
O95551,4,0.000219467,9.92E-07,0.253493427,0.000647024
Q9BT40,12,0.0006584,7.29E-05,0.284147245,0.003159909
Q70IA6,12,0.0006584,0.000157009,0.269634055,0.001441601
Q5TGZ0,3,0.0001646,3.73E-07,0.235427262,9.17E-05
Q9Y5U8,1,5.49E-05,0,0.210857746,1.71E-05
P0DKB6,1,5.49E-05,0,0.210857746,1.71E-05
O95571,5,0.000274333,1.34E-06,0.25605669,0.001312907
O95573,1,5.49E-05,0,0.189836658,9.00E-07
P56962,8,0.000438933,0.000279561,0.235329532,7.09E-05
O95602,6,0.0003292,0.000154856,0.273120504,0.00210033
Q96IM9,5,0.000274333,2.36E-06,0.234889182,0.000110657
Q9H9Y6,1,5.49E-05,0,0.213688292,2.66E-05
O95613,3,0.0001646,8.97E-07,0.242138648,0.000411267
Q76N32,12,0.0006584,5.53E-05,0.272967783,0.001952659
Q8NFD2,6,0.0003292,0.000224473,0.2373221,0.000347911
O95628,1,5.49E-05,0,0.214350309,3.52E-05
P31941,4,0.000219467,0.000122252,0.222897896,4.52E-05
Q9NSY1,2,0.000109733,7.17E-07,0.226418682,6.90E-05
O43541-2,1,5.49E-05,0,0.222089458,4.46E-05
O95631,7,0.000384067,0.000659304,0.260721591,0.000378474
PRO_0000000089 [P05067],1,5.49E-05,0,0.206022659,4.80E-06
P43146,7,0.000384067,8.56E-06,0.232388808,6.13E-05
Q8NBI3,2,0.000109733,0.000107752,0.206027489,4.80E-06
Q8IZJ1-2,1,5.49E-05,0,0.206022659,4.80E-06
O43184-2,1,5.49E-05,0,0.181043977,2.95E-06
O95639,8,0.000438933,0.000235542,0.258573366,0.001687685
Q6UN15,4,0.000219467,7.36E-06,0.261423581,0.001555842
I6T1Z2,1,5.49E-05,0,0.204678944,2.14E-05
Q194T2,1,5.49E-05,0,0.204678944,2.14E-05
P18846,8,0.000438933,1.47E-05,0.248933224,0.000182094
P18847,27,0.0014814,0.000251792,0.285152342,0.002907297
P31276,2,0.000109733,3.50E-07,0.201162277,4.58E-06
Q08209-1,5,0.000274333,5.57E-06,0.209983497,9.66E-06
O95670,2,0.000109733,1.07E-06,0.230426512,0.00014384
Q95460-2,7,0.000384067,3.30E-06,0.245446073,0.000222905
Q8WXK1,15,0.000823,2.40E-06,0.276450194,0.007079995
Q9UBL6-2,27,0.0014814,0.000167893,0.290252842,0.010875744
Q9UBB6,7,0.000384067,1.87E-05,0.268259358,0.00295443
O95684,5,0.000274333,2.30E-05,0.262894011,0.001119891
Q96K30,4,0.000219467,1.53E-05,0.257470974,0.001352319
P06703,13,0.000713267,9.84E-05,0.264795366,0.000421014
P50552,20,0.001097333,0.000397473,0.272612097,0.001453176
O95696,12,0.0006584,0.00020334,0.273362662,0.004354579
Q6NVI2,4,0.000219467,6.29E-07,0.241347215,0.000449268
Q92622,19,0.001042467,0.000111075,0.284824214,0.006606866
Q86U86,7,0.000384067,0.000221819,0.22282159,8.35E-05
O95704,6,0.0003292,1.07E-05,0.270231095,0.000672124
Q9UN19,7,0.000384067,3.07E-05,0.275505406,0.00134299
Q99575,3,0.0001646,0,0.232023697,0.000171582
P78345,2,0.000109733,4.05E-06,0.226156444,3.90E-05
O95711,2,0.000109733,0.000107752,0.218589485,9.13E-05
Q99467,1,5.49E-05,0,0.178791357,1.16E-06
O95714,6,0.0003292,1.96E-05,0.248454594,0.000442448
Q9UKA1,4,0.000219467,0.000117255,0.250112986,0.000428148
Q05086-2,8,0.000438933,1.22E-05,0.250494446,0.000878964
O95716,5,0.000274333,1.21E-06,0.239907428,0.000393211
Q9H8Y1,11,0.000603533,4.38E-05,0.261637643,0.001534471
O95718,1,5.49E-05,0,0.218204085,4.49E-05
Q9H4M9,7,0.000384067,0.00017144,0.229962168,5.01E-05
Q6F5E7,7,0.000384067,7.27E-06,0.255301569,0.000757975
P23763,29,0.001591134,9.35E-05,0.270826612,0.00142764
O75379-2,6,0.0003292,1.28E-05,0.270447343,0.001392736
O95727,2,0.000109733,0,0.181601484,5.41E-07
Q9BY67,5,0.000274333,0.000430968,0.222801816,4.21E-05
O95727-1,2,0.000109733,0,0.181601484,5.41E-07
O95741,2,0.000109733,1.26E-06,0.251617015,0.000694132
O95747,6,0.0003292,0.000122398,0.223926031,3.89E-05
P55011,2,0.000109733,4.55E-06,0.22316963,2.28E-05
Q9H4A3,7,0.000384067,0.000186829,0.262004306,0.000566534
Q9Y3S1,1,5.49E-05,0,0.182345776,4.95E-07
Q96J92,2,0.000109733,1.19E-05,0.238669331,0.000117647
Q6ZN18-2,7,0.000384067,3.47E-06,0.273073821,0.004721358
Q8WYA6,11,0.000603533,0.000135696,0.267736236,0.002139193
Q7L190,26,0.001426534,0.000141433,0.276398019,0.002889664
A0A0S2Z3X1,2,0.000109733,5.24E-07,0.2395118,0.000446927
Q9HAF1,13,0.000713267,3.99E-05,0.291649747,0.004526414
Q86TG7,10,0.000548667,1.03E-05,0.268990232,0.001844226
Q86TG7-2,6,0.0003292,1.21E-06,0.254864675,0.000943686
Q6FGU7,4,0.000219467,8.59E-07,0.257346554,0.001714068
Q9H7L9,5,0.000274333,7.39E-06,0.26436119,0.001948765
P13805,19,0.001042467,3.84E-05,0.272620555,0.004252566
O95760,2,0.000109733,3.10E-06,0.207195864,5.76E-06
P0C0S8,6,0.0003292,0.000173706,0.244425358,0.000164653
Q01638,13,0.000713267,5.73E-05,0.241825446,0.000286798
O95772,2,0.000109733,3.31E-07,0.195105567,2.39E-06
Q9UBK5,6,0.0003292,9.41E-05,0.239871408,0.000151062
Q8NHP6,5,0.000274333,2.00E-05,0.220018013,3.66E-05
Q9NQC7,6,0.0003292,2.66E-05,0.243453562,0.00019752
Q9NZM5,5,0.000274333,7.22E-05,0.258216236,0.00083672
Q8TAT6,7,0.000384067,0.000183121,0.249530568,0.00026701
Q96EQ8,7,0.000384067,2.59E-05,0.245480358,0.000184112
P42224,31,0.001700867,0.001410081,0.270152168,0.000662965
Q14258,6,0.0003292,3.32E-05,0.235856972,8.04E-05
Q96S55,5,0.000274333,2.33E-05,0.236749816,0.000223687
Q7Z2W4,3,0.0001646,4.88E-05,0.2465618,0.001178153
Q7Z2W4-2,1,5.49E-05,0,0.199931045,3.06E-06
P04543,1,5.49E-05,0,0.199931045,3.06E-06
Q920D5,1,5.49E-05,0,0.199931045,3.06E-06
P59596,2,0.000109733,2.92E-06,0.22469045,4.55E-05
A0A0B5AC19,2,0.000109733,0,0.202320219,4.08E-06
P21699,1,5.49E-05,0,0.199931045,3.06E-06
PRO_0000449623 [P0DTD1],9,0.0004938,4.93E-05,0.250662371,0.000227578
P04487,3,0.0001646,2.57E-06,0.212589684,1.14E-05
Q6IUF9,1,5.49E-05,0,0.199931045,3.06E-06
Q6IVU5,1,5.49E-05,0,0.199931045,3.06E-06
Q6UY62,1,5.49E-05,0,0.199931045,3.06E-06
Q6UY71,1,5.49E-05,0,0.199931045,3.06E-06
Q7Z434-1,7,0.000384067,3.95E-05,0.236928557,0.000122043
O95786-1,5,0.000274333,1.37E-06,0.234572523,0.000102657
Q99AU3,1,5.49E-05,0,0.199931045,3.06E-06
O95789,17,0.000932733,9.56E-05,0.29098334,0.003756816
Q8NDZ0,7,0.000384067,1.91E-06,0.249881824,0.000828922
P49711,9,0.0004938,0.000228494,0.273976347,0.00146052
Q9NZI8,4,0.000219467,1.90E-05,0.228286337,6.60E-05
Q9UKK6,8,0.000438933,0.000121686,0.241958625,0.000298444
Q60793,4,0.000219467,5.62E-06,0.23646948,8.37E-05
P04591,2,0.000109733,1.03E-06,0.218902604,2.26E-05
PRO_0000038594 [P04591],1,5.49E-05,0,0.21713377,1.76E-05
O95801,4,0.000219467,0.000109084,0.24395373,0.000179347
Q9BTY7,1,5.49E-05,0,0.195409287,2.27E-06
Q9NQ94-2,1,5.49E-05,0,0.203284428,9.81E-06
Q6NZI2,21,0.0011522,0.000100969,0.277607437,0.003101711
P08567,3,0.0001646,0.000108109,0.204767184,1.11E-05
Q96BE0,7,0.000384067,0.000117802,0.260737064,0.000460275
Q8AZK7,14,0.000768133,8.53E-05,0.264540264,0.000808847
Q96IK1-2,14,0.000768133,0.000112431,0.263845224,0.00083069
Q9H1C7,2,0.000109733,2.77E-07,0.243042801,0.000276379
Q05215,3,0.0001646,3.41E-07,0.256333068,0.001376889
Q8NEA6-2,7,0.000384067,2.13E-06,0.268234791,0.002756391
Q96IS6,4,0.000219467,2.83E-06,0.241536289,0.000286562
Q9UBY9,27,0.0014814,9.74E-05,0.286968302,0.006757832
Q96DV4,18,0.0009876,0.000217659,0.275190473,0.004957375
Q86XR2,2,0.000109733,0,0.252615266,0.001201844
Q13133-3,7,0.000384067,8.52E-06,0.275052648,0.003057397
Q9NPF4,3,0.0001646,6.14E-07,0.241221331,0.000401858
Q9H6L5-2,2,0.000109733,7.06E-07,0.244854455,0.000282195
O95819,3,0.0001646,9.29E-05,0.238977655,0.000333581
Q9H0R5,4,0.000219467,1.14E-05,0.196684299,4.76E-06
Q8N4C8,6,0.0003292,5.88E-05,0.246717564,0.000231889
O95822,2,0.000109733,5.39E-05,0.225151034,3.81E-05
Q8TB05,2,0.000109733,3.01E-09,0.183161075,9.67E-07
O95825,2,0.000109733,0.000107752,0.23059583,0.000101091
Q13572,1,5.49E-05,0,0.186744225,1.28E-06
Q6ZMI0,32,0.001755734,0.000468286,0.301351901,0.00797171
Q63ZY3-2,1,5.49E-05,0,0.203385592,1.32E-05
O95832,6,0.0003292,9.74E-07,0.235436724,0.000165337
Q5T871,14,0.000768133,3.49E-06,0.265042965,0.007251773
Q86WR7-2,3,0.0001646,6.60E-06,0.25527561,0.000629993
Q8N228-3,2,0.000109733,3.39E-07,0.223689461,0.000119544
A6NER0,3,0.0001646,3.52E-07,0.250458746,0.00094944
O95834,2,0.000109733,4.39E-05,0.249417241,0.000614955
Q8NHP7,2,0.000109733,7.31E-08,0.209338163,1.68E-05
Q9Y4B6,9,0.0004938,0.000309364,0.245175558,0.000366173
P53667,13,0.000713267,0.000183457,0.257180847,0.000344462
Q9H8S9,22,0.001207067,0.000183561,0.271223687,0.001858974
Q7L9L4,7,0.000384067,6.65E-06,0.248138865,0.000482243
Q15831,16,0.000877867,0.000347592,0.272840646,0.001253846
P46662,2,0.000109733,1.91E-07,0.227491409,7.37E-05
O95837,7,0.000384067,2.05E-06,0.262858621,0.001994587
O96015,14,0.000768133,3.67E-05,0.276024672,0.004832143
O95848,8,0.000438933,5.68E-05,0.281818804,0.003434768
PRO_0000029067 [O14672],2,0.000109733,3.89E-07,0.213454699,2.19E-05
Q96AA3,10,0.000548667,4.49E-06,0.247733106,0.000400692
Q8N8N0,5,0.000274333,1.05E-05,0.246371687,0.000270204
Q8N1E6,2,0.000109733,9.26E-07,0.239228146,0.000226218
Q86XK2,5,0.000274333,2.17E-05,0.259466697,0.000525126
Q9C035,15,0.000823,0.000271274,0.287993491,0.003197572
P63085,2,0.000109733,0,0.238669331,0.00019226
O95864,4,0.000219467,3.83E-07,0.264931088,0.004136842
Q5T013,3,0.0001646,6.51E-07,0.233066839,0.000174186
O95867,8,0.000438933,3.44E-07,0.22940682,0.000178379
O95868,5,0.000274333,6.13E-05,0.271232059,0.001322089
Q9NRZ7,18,0.0009876,7.04E-05,0.25845548,0.000795605
Q6P5T0,4,0.000219467,7.33E-07,0.241026138,0.000163043
P05177,1,5.49E-05,0,0.216716061,2.44E-05
P14324,5,0.000274333,4.64E-05,0.264731544,0.000721224
P01374,7,0.000384067,1.14E-05,0.244680592,0.00021912
Q99640-2,16,0.000877867,9.12E-06,0.2494916,0.000481579
Q07864,2,0.000109733,1.08E-06,0.227798084,6.28E-05
Q8TCB7,1,5.49E-05,0,0.242335648,0.000498712
A6ZKI3,13,0.000713267,3.19E-05,0.281480264,0.003894499
Q9UM82,19,0.001042467,6.02E-05,0.288589379,0.00969784
O95886,9,0.0004938,0.000125168,0.272202516,0.00339101
Q86UL8-2,6,0.0003292,6.05E-05,0.253135597,0.000681361
O95897,2,0.000109733,6.72E-09,0.241443373,0.001718282
O95905,4,0.000219467,3.71E-06,0.230559527,0.000131339
Q9NWS0,24,0.0013168,0.000472159,0.277818088,0.006893596
Q9H3M7,4,0.000219467,8.11E-06,0.236437666,0.000104526
O95931,9,0.0004938,5.67E-06,0.247942816,0.00083166
O95935,4,0.000219467,3.56E-06,0.257305107,0.00139678
Q7LC44,4,0.000219467,1.02E-06,0.246783391,0.000439331
O95936,1,5.49E-05,0,0.194798471,5.43E-06
Q8IZD2-8,1,5.49E-05,0,0.179810293,2.71E-07
Q9NUJ3,22,0.001207067,0.000267264,0.280801132,0.003723685
P54259,8,0.000438933,1.24E-05,0.261077932,0.001496601
Q18PE1,1,5.49E-05,0,0.239088197,0.000492458
P15502,4,0.000219467,5.80E-06,0.244343796,0.000575008
Q96JK4-2,4,0.000219467,1.92E-06,0.257308875,0.001742061
P28300,11,0.000603533,0.000425847,0.252884261,0.000684485
B1ATL7,4,0.000219467,4.85E-07,0.253128305,0.001222509
Q12829,1,5.49E-05,0,0.239088197,0.000492458
Q9NYW8,32,0.001755734,7.09E-05,0.288267483,0.011535331
O15375,2,0.000109733,7.18E-07,0.241227953,0.000521814
Q9UK80,9,0.0004938,0.000113101,0.273835468,0.004204458
Q14585,8,0.000438933,7.87E-06,0.272071878,0.003507
Q96NG5,10,0.000548667,1.42E-05,0.265828752,0.001882936
Q9NX76,17,0.000932733,0.000115807,0.271215316,0.002029416
O95972,1,5.49E-05,0,0.196334922,1.29E-05
Q58WW2,4,0.000219467,0.000126656,0.24539809,0.001014887
O95977,1,5.49E-05,0,0.218584047,9.13E-05
O95980,1,5.49E-05,0,0.228247793,4.68E-05
Q05084,7,0.000384067,1.42E-05,0.26641308,0.001577644
Q96D15,8,0.000438933,4.61E-06,0.262744652,0.002154796
P48431,6,0.0003292,1.24E-05,0.25301533,0.000418152
Q8WWA6,4,0.000219467,2.05E-06,0.244581838,0.000420502
Q6IPU0,27,0.0014814,0.000247867,0.281570462,0.005346235
Q8WUE5,39,0.0021398,0.000240705,0.295186677,0.010269586
Q96A65-2,6,0.0003292,0.000108466,0.253110076,0.001541104
P04085-2,3,0.0001646,7.08E-06,0.259110917,0.001247595
Q93045,15,0.000823,4.94E-05,0.277752226,0.004842993
Q8N5T2,3,0.0001646,3.32E-07,0.237264427,0.000429407
Q9H7E2-3,1,5.49E-05,0,0.216108446,9.30E-05
Q5VUJ9-2,5,0.000274333,6.54E-07,0.234397317,0.000348075
Q9Y4Y9,10,0.000548667,1.73E-05,0.255632083,0.000577787
Q9P0L2,6,0.0003292,4.06E-05,0.275095703,0.001296162
O95989,1,5.49E-05,0,0.244486566,0.000367847
O95990,18,0.0009876,1.82E-05,0.283468915,0.010509663
O95992,2,0.000109733,0,0.240564232,0.000969609
Q9UH17-2,2,0.000109733,6.64E-07,0.246544504,0.000274099
Q96FH0,5,0.000274333,5.69E-06,0.251580995,0.000768941
P28906,1,5.49E-05,0,0.239505272,0.000238755
P34810,13,0.000713267,4.75E-05,0.264079143,0.000699426
Q96HQ2,4,0.000219467,3.33E-06,0.264186329,0.00140544
O95741-2,1,5.49E-05,0,0.239505272,0.000238755
Q24JT5,5,0.000274333,7.26E-06,0.251642236,0.000981122
Q8TEB1,8,0.000438933,1.83E-05,0.254909037,0.000728032
P12104,2,0.000109733,7.74E-06,0.24382173,0.000272762
Q06547,57,0.0031274,0.000776269,0.309531119,0.012720339
Q969Y2,31,0.001700867,0.000167139,0.293407553,0.006364606
P12268,9,0.0004938,0.000329312,0.267634302,0.001681131
Q02817,1,5.49E-05,0,0.239505272,0.000238755
Q8NDX5-7,1,5.49E-05,0,0.239505272,0.000238755
Q96HA1,35,0.001920334,0.000362285,0.299273506,0.010163216
Q9NZH5-2,6,0.0003292,2.86E-06,0.262732868,0.001368616
Q6ZR62,1,5.49E-05,0,0.239505272,0.000238755
Q96JP5,10,0.000548667,2.46E-05,0.28038896,0.003273458
P51959,14,0.000768133,6.84E-05,0.296701707,0.008090593
P07992-3,3,0.0001646,9.84E-07,0.245576407,0.000584181
Q96CN4,11,0.000603533,2.61E-05,0.27207609,0.003409219
Q8TDD2,5,0.000274333,1.37E-06,0.256580071,0.001533235
Q8TC71,12,0.0006584,1.14E-05,0.277489086,0.005441312
P21580,20,0.001097333,0.000283819,0.294508963,0.005656612
Q9BW85,27,0.0014814,0.000400072,0.294237762,0.008869321
Q9UDV6,14,0.000768133,2.47E-05,0.27388668,0.004575489
O95996,3,0.0001646,1.14E-06,0.247516779,0.000342268
O95999,13,0.000713267,0.000265497,0.270280968,0.002301216
P20749,4,0.000219467,4.02E-06,0.24935354,0.000429844
Q9BXL7,8,0.000438933,7.20E-05,0.242784262,0.000173237
Q9BXL6-1,1,5.49E-05,0,0.211946149,2.92E-05
Q9BXL6-2,3,0.0001646,6.55E-07,0.249332314,0.001130374
Q9UDY8,24,0.0013168,0.000353124,0.291940443,0.005872288
Q05513,15,0.000823,0.000304817,0.264935082,0.000509497
Q66677,1,5.49E-05,0,0.211946149,2.92E-05
P05455,6,0.0003292,2.10E-05,0.275293933,0.001283258
Q8NFB2,10,0.000548667,3.44E-05,0.260566963,0.000725048
O96004,9,0.0004938,1.17E-05,0.268813308,0.002539222
P15923-3,11,0.000603533,4.78E-06,0.255821865,0.000982164
O96005,2,0.000109733,1.71E-06,0.202766079,2.42E-05
Q9NPJ1,4,0.000219467,1.40E-05,0.240610343,0.000606302
P25325,1,5.49E-05,0,0.230810859,0.000163368
P07602,12,0.0006584,0.000127987,0.282035898,0.001721779
Q16385,20,0.001097333,0.000187396,0.279141935,0.00443811
